consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training1.started,training1.stopped,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,end.started
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.2831,638.4412,y,1.1273,,0,39,39,20,1,21,Toni Morrison,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.4422,640.1527,n,1.680099999,,0,40,40,73,1,74,Lauren Adamson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.1535,641.051,y,0.869,,0,41,41,58,1,59,W. Patrick Dickson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.0519,644.5253,n,3.4435,,0,42,42,53,1,54,Elliot Blass,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,644.526,646.0871,n,1.5316,,0,43,43,77,1,78,Reuben Baron,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.0878,648.63,n,2.5121,,0,44,44,11,1,12,Salman Rushdie,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.6309,650.233,y,1.572,,0,45,45,90,1,91,Noah Whittington,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.2341,654.5094,n,4.244,,0,46,46,33,1,34,Samuel Beckett,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.5104,655.4052,y,0.8644,,0,47,47,35,1,36,James Patterson,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.4063,656.6976,y,1.262,,0,48,48,30,1,31,Umberto Eco,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.6984,657.7447,y,1.0133,,0,49,49,48,1,49,Sue Grafton,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.7454,658.9044,n,1.129400001,,0,50,50,44,1,45,Jack London,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658.9053,659.8248,y,0.8905,,0,51,51,49,1,50,Judith Krantz,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.8259,661.0322,y,1.1765,,0,52,52,46,1,47,John Grisham,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.0334,662.0308,y,0.968,,0,53,53,70,1,71, K. Warner Schaie,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.0315,663.1986,n,1.1373,,0,54,54,74,1,75,Eric Amsel,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.1993,664.0464,y,0.8113,,0,55,55,29,1,30,E.B. White,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.0471,664.9303,y,0.8535,,0,56,56,60,1,61,Samuel Paige,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.9312,665.9714,y,1.0107,,0,57,57,78,1,79,Brian Bigelow,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.9723,667.1827,n,1.180400001,,0,58,58,1,1,2,Thomas Pynchon,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.1837,669.7976,n,2.5835,,0,59,59,52,1,53,Thomas Bever,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.7984,670.7597,n,0.931599999,,0,60,60,26,1,27,Danielle Steel,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.7605,672.1699,n,1.3791,,0,61,61,62,1,63,Mimi Hall,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.1708,673.2845,y,1.0842,,0,62,62,89,1,90,Nicole Waugh,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.2855,675.0799,n,1.7635,,0,63,63,65,1,66,Alex Lumsden,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.0806,676.1015,y,0.9904,,0,64,64,13,1,14,William Faulkner,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.1027,677.1578,y,1.0255,,0,65,65,39,1,40,Robert Ludlum,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.1587,678.6155,y,1.4269,,0,66,66,66,1,67,Morton Mendelson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.6164,679.7701,y,1.1243,,0,67,67,79,1,80,Dale Blyth,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.771,681.5263,y,1.725,,0,68,68,98,1,99,Susan Kormer,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.5271,682.9216,y,1.3655,,0,69,69,4,1,5,Virginia Woolf,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.9223,685.3304,y,2.3775,,0,70,70,69,1,70,Miriam Sexton,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.3315,686.302,y,0.9413,,0,71,71,8,1,9,Ernest Hemingway,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.3031,688.8652,y,2.530700001,,0,72,72,86,1,87,Frances Fincham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.866,690.1121,y,1.2168,,0,73,73,41,1,42,Tom Clancy,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.1129,691.4411,y,1.2978,,0,74,74,84,1,85,Geraldine Dawson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.4418,693.4094,n,1.9382,,0,75,75,38,1,39,Herman Wouk,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693.4107,694.3821,n,0.9415,,0,76,76,19,1,20,Michael Ondaatje,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694.383,695.8311,y,1.4185,,0,77,77,91,1,92,Steve Yussen,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.8321,697.2796,y,1.417,,0,78,78,37,1,38,Jane Smiley,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.2804,699.2562,n,1.9456,,0,79,79,0,1,1,Saul Bellow,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.2573,700.2979,n,1.011,,0,80,80,97,1,98,Caleb Lim,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700.2992,704.3179,y,3.987599999,,0,81,81,12,1,13,Kazuo Ishiguro,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704.3188,706.1335,y,1.785599999,,0,82,82,64,1,65,Kirby Kavanagh,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.1342,707.3762,n,1.2113,,0,83,83,96,1,97,Sophia Martin,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,707.377,709.0517,n,1.6451,,0,84,84,16,1,17,James Joyce,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709.0536,710.5619,n,1.4797,,0,85,85,32,1,33,Raymond Chandler,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5629,711.8772,y,1.284,,0,86,86,83,1,84,Charles Condie,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8781,712.8063,y,0.898900001,,0,87,87,57,1,58,Edward Cornell,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.8073,714.2809,y,1.444799999,,0,88,88,76,1,77,Margarita Azmitia,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.282,716.9331,y,2.6212,,0,89,89,5,1,6,Gabriel Garcia Marquez,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.934,717.9108,y,0.9478,,0,90,90,34,1,35,Stephen King,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717.9116,719.6411,n,1.699,,0,91,91,10,1,11,Vladimir Nabokov,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,719.6418,721.0091,n,1.336799999,,0,92,92,92,1,93,Peter Rigg,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.01,722.8912,y,1.850099999,,0,93,93,31,1,32,Isaac Asimov,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.8921,723.8169,y,0.8952,,0,94,94,22,1,23,Harper Lee,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723.8177,724.7591,y,0.9106,,0,95,95,21,1,22,T.S. Elliot,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.7601,725.5392,y,0.7497,,0,96,96,43,1,44,J.R.R. Tolkien,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725.5403,726.5884,y,1.018200001,,0,97,97,56,1,57,Suzanne Clarkson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.5894,727.5314,y,0.9129,,0,98,98,72,1,73,Mark Strauss,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727.5322,728.9909,y,1.429599999,,0,99,99,51,1,52,Lauren Benjamin,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.9913,740.5812,,,,,,,,,,,,,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,740.589,742.8899,n,2.2703,,0,0,0,50,1,fellick,N,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,742.8906,743.8658,y,0.944599999,,0,1,1,26,1,eloquence,Y,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,743.8665,744.7515,y,0.854299999,,0,2,2,54,1,celestial,Y,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,744.7531,745.677,y,0.894599999,,0,3,3,24,1,recipient,Y,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,745.6779,748.6098,n,2.902,,0,4,4,7,1,kermshaw,N,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,748.6104,749.8922,n,1.252900001,,0,5,5,57,1,pulsh,N,,,,,,,,,,,,,,
,687528,001,2026-04-10_14h35.26.812,DFv2,2026.1.1,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,749.893,750.8649,y,0.9415,,0,6,6,58,1,muddy,Y,,,,,,,,,,,,,,
