consent_form.block_1/question2,participant,session,date,expName,psychopyVersion,OS,frameRate,cbingDFv2.group,cbingDFv2.remaining,code.started,code.stopped,training_instruction.started,training_instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,training1.started,training1.stopped,trials1.thisRepN,trials1.thisTrialN,trials1.thisN,trials1.thisIndex,trials1.ran,"ID",word,easy_hard,old_new,R_F,testing_instruction.started,testing_instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,testing_phase.started,testing_phase.stopped,testing_input.keys,testing_input.rt,testing_input.duration,testing.thisRepN,testing.thisTrialN,testing.thisN,testing.thisIndex,testing.ran,KFFRQ,ART_instruction.started,ART_instruction.stopped,ART.started,ART.stopped,key_resp_LDT.keys,key_resp_LDT.rt,key_resp_LDT.duration,ART_trials.thisRepN,ART_trials.thisTrialN,ART_trials.thisN,ART_trials.thisIndex,ART_trials.ran,Index,Author,real,LexTALE_instruction.started,LexTALE_instruction.stopped,LexTALE.started,LexTALE.stopped,key_resp_LDT_2.keys,key_resp_LDT_2.rt,key_resp_LDT_2.duration,LexTALE_trials.thisRepN,LexTALE_trials.thisTrialN,LexTALE_trials.thisN,LexTALE_trials.thisIndex,LexTALE_trials.ran,Word,Real,language_background_q.block_1/Q1,language_background_q.block_1/Q2,language_background_q.block_1/Q4,language_background_q.block_1/Q4_a,language_background_q.block_1/Q6,language_background_q.block_1/Q11,language_background_q.block_1/Q11-Comment,language_background_q.block_1/Q12,language_background_q.block_1/Q17,language_background_q.block_1/Q19,language_background_q.block_1/Q20,language_background_q.block_1/Q21,language_background_q.block_1/Q22,language_background_q.block_1/Q47,language_background_q.block_1/Q48,language_background_q.block_1/Q53,language_background_q.block_1/Q54,language_background_q.block_1/Q55,language_background_q.block_1/Q58,language_background_q.block_1/Q59,language_background_q.block_1/Q60,end.started,end.stopped,space_to_end.keys,space_to_end.rt,space_to_end.duration
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.522,572.662,y,1.119,,0,69,69,31,1,32,Isaac Asimov,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.663,573.887,y,1.203,,0,70,70,67,1,68,James Morgan,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.889,575.43,n,1.53,,0,71,71,46,1,47,John Grisham,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.431,576.271,y,0.817,,0,72,72,85,1,86,Aimee Dorr,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.271,576.796,n,0.502,,0,73,73,97,1,98,Caleb Lim,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.796,577.463,n,0.652,,0,74,74,84,1,85,Geraldine Dawson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.464,578.563,y,1.085,,0,75,75,90,1,91,Noah Whittington,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.564,579.388,y,0.815,,0,76,76,43,1,44,J.R.R. Tolkien,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.389,580.43,y,1.034,,0,77,77,87,1,88,Martin Ford,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.431,581.597,y,1.157,,0,78,78,50,1,51,Christopher Barr,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.597,582.239,y,0.626,,0,79,79,68,1,69,David Perry,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.24,583.088,n,0.84,,0,80,80,32,1,33,Raymond Chandler,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.089,584.63,n,1.517,,0,81,81,76,1,77,Margarita Azmitia,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.631,586.813,y,2.159,,0,82,82,88,1,89,Ryan Gilbertson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.814,588.047,n,1.22,,0,83,83,80,1,81,Harrison Boldt,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.047,588.708,n,0.639,,0,84,84,83,1,84,Charles Condie,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588.708,589.439,y,0.709,,0,85,85,86,1,87,Frances Fincham,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.439,590.156,n,0.708,,0,86,86,57,1,58,Edward Cornell,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.157,591.231,y,1.064,,0,87,87,47,1,48,Anne McCaffrey,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.231,592.44,n,1.192,,0,88,88,52,1,53,Thomas Bever,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592.44,593.514,y,1.051,,0,89,89,82,1,83,Naomi Choy,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593.514,594.233,y,0.704,,0,90,90,26,1,27,Danielle Steel,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.234,595.272,y,1.017,,0,91,91,30,1,31,Umberto Eco,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.273,596.274,y,0.98,,0,92,92,14,1,15,Margaret Atwood,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,596.274,597.781,n,1.483,,0,93,93,59,1,60,Robert Emery,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,597.782,598.389,n,0.59,,0,94,94,73,1,74,Lauren Adamson,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.389,599.42,n,1.015,,0,95,95,1,1,2,Thomas Pynchon,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.422,600.006,y,0.561,,0,96,96,96,1,97,Sophia Martin,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.006,600.831,y,0.812,,0,97,97,89,1,90,Nicole Waugh,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.832,601.54,y,0.685,,0,98,98,51,1,52,Lauren Benjamin,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601.54,602.44,n,0.886,,0,99,99,78,1,79,Brian Bigelow,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.44,605.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,605.913,608.473,n,2.541,,0,0,0,39,1,crumper,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,608.474,611.335,n,2.838,,0,1,1,29,1,rebondicate,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,611.335,613.074,n,1.726,,0,2,2,18,1,plaudate,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,613.074,613.89,y,0.807,,0,3,3,62,1,wrought,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,613.89,615.782,y,1.869,,0,4,4,0,1,platery,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,615.783,617.757,y,1.958,,0,5,5,56,1,purrage,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,,,617.758,618.924,n,1.159,,0,6,6,58,1,muddy,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,618.924,620.707,y,1.771,,0,7,7,60,1,pudour,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,620.708,621.799,y,1.071,,0,8,8,30,1,ingenious,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,621.799,622.741,y,0.923,,0,9,9,46,1,turmoil,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,622.741,623.868,n,1.116,,0,10,10,59,1,quirty,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,623.869,625.99,n,2.114,,0,11,11,32,1,skave,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,625.991,627.791,n,1.78,,0,12,12,21,1,spaunch,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,627.791,628.541,y,0.737,,0,13,13,15,1,festivity,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,628.542,629.358,y,0.81,,0,14,14,23,1,slain,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,629.36,630.032,y,0.669,,0,15,15,1,1,denial,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,630.033,630.658,y,0.606,,0,16,16,28,1,dispatch,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,630.658,631.416,y,0.736,,0,17,17,26,1,eloquence,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,631.416,632.066,y,0.643,,0,18,18,11,1,flaw,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,632.068,632.832,y,0.75,,0,19,19,8,1,moonlit,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,632.833,634.4,n,1.543,,0,20,20,33,1,plaintively,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,634.4,635.241,y,0.823,,0,21,21,53,1,censorship,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,635.242,635.9,y,0.649,,0,22,22,20,1,fluid,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,635.902,636.808,n,0.895,,0,23,23,34,1,kilp,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,636.809,637.366,y,0.546,,0,24,24,16,1,screech,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,637.366,638.792,n,1.417,,0,25,25,25,1,exprate,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,638.792,639.358,y,0.562,,0,26,26,22,1,allied,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,639.36,640.041,y,0.675,,0,27,27,54,1,celestial,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,640.042,640.645,y,0.586,,0,28,28,51,1,destription,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,640.645,643.816,n,3.156,,0,29,29,5,1,stoutly,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,643.817,644.591,y,0.755,,0,30,30,40,1,upkeep,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,644.592,645.75,y,1.145,,0,31,31,17,1,savoury,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,645.751,648.642,y,2.875,,0,32,32,52,1,cylinder,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,648.642,649.442,n,0.782,,0,33,33,7,1,kermshaw,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,649.443,650.25,y,0.787,,0,34,34,61,1,listless,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,650.25,651.825,n,1.566,,0,35,35,9,1,lofty,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,651.826,652.384,y,0.548,,0,36,36,41,1,majestic,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,652.384,653.242,n,0.855,,0,37,37,57,1,pulsh,N,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,653.242,654.101,y,0.836,,0,38,38,47,1,carbohydrate,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,654.101,656.017,y,1.905,,0,39,39,13,1,unkempt,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,,,,656.018,657.501,y,1.47,,0,40,40,37,1,lengthy,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,657.501,658.134,y,0.611,,0,41,41,2,1,generic,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,658.134,658.77,y,0.625,,0,42,42,27,1,cleanliness,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,658.771,659.6,y,0.82,,0,43,43,19,1,shin,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,659.602,660.487,y,0.859,,0,44,44,24,1,recipient,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,660.487,661.502,y,1.004,,0,45,45,10,1,hurricane,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,661.502,662.184,y,0.67,,0,46,46,6,1,ablaze,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,662.184,662.935,y,0.737,,0,47,47,4,1,scornful,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,662.935,664.146,y,1.198,,0,48,48,38,1,fray,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,113462,001,2026-04-14_13h49.42.901,DFv2,2026.1.1,Win32,120.1923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,664.147,664.743,y,0.583,,0,49,49,14,1,breeding,Y,,,,,,,,,,,,,,,,,,,,,,,,,,
